year,holc_grade,N_samples
2011,C,10
2012,C,52
2013,C,2
2014,C,6
2015,C,1
2017,C,4
1992,C,1
2008,C,2
2009,C,1
2010,C,1
2011,C,37
2012,C,65
2013,C,32
2014,C,13
2015,C,39
2016,C,63
2017,C,41
2019,C,14
2020,C,150
2021,C,64
1982,C,2
1990,C,1
2003,C,2
2004,C,105
2005,C,11
2008,C,7
2009,C,98
2010,C,288
2011,C,10
2012,C,13
2013,C,48
2014,C,23
2015,C,58
2016,C,116
2017,C,134
2018,C,173
2019,C,91
2020,C,128
2021,C,287
2022,C,11
2011,C,11
2012,C,188
2013,C,330
2014,C,730
2015,C,419
2016,C,178
2017,C,113
2018,C,49
2019,C,23
2020,C,170
2021,C,58
2005,C,1
2009,C,2
2011,C,1
2012,C,2
2013,C,42
2014,C,112
2015,C,67
2016,C,62
2017,C,202
2018,C,41
2019,C,111
2020,C,212
2021,C,671
1956,C,1
2004,C,1
2005,C,15
2006,C,6
2011,C,2
2012,C,3
2013,C,155
2014,C,47
2015,C,23
2016,C,120
2017,C,1007
2018,C,341
2019,C,289
2020,C,189
2021,C,393
2022,C,2
1974,C,9
1978,C,5
1982,C,6
1988,C,1
1989,C,6
1990,C,1
1991,C,1
1993,C,2
1997,C,2
1999,C,5
2000,C,3
2002,C,1
2003,C,7
2004,C,12
2005,C,31
2006,C,1
2007,C,3
2008,C,46
2009,C,452
2010,C,452
2011,C,190
2012,C,31
2013,C,420
2014,C,176
2015,C,120
2016,C,31
2017,C,109
2018,C,145
2019,C,228
2020,C,255
2021,C,360
2022,C,1
1997,C,1
2010,C,32
2012,C,6
2013,C,2
2017,C,8
2018,C,5
2019,C,29
2020,C,36
2021,C,126
2022,C,3
2011,C,2
2012,C,1
2016,C,12
2017,C,9
2020,C,2
2021,C,11
2002,C,1
2008,C,3
2014,C,34
2016,C,11
2018,C,10
2019,C,18
2020,C,28
2021,C,47
2022,C,1
1988,D,1
2007,D,8
2008,D,40
2009,D,1049
2010,D,1257
2011,D,465
2012,D,372
2013,D,483
2014,D,803
2015,D,439
2016,D,214
2017,D,355
2018,D,101
2019,D,162
2020,D,270
2021,D,282
2022,D,1
1970,D,5
1971,D,5
1976,D,21
1978,D,72
1979,D,24
1980,D,10
1981,D,6
1982,D,20
1983,D,40
1984,D,22
1985,D,21
1986,D,143
1987,D,112
1988,D,94
1989,D,168
1990,D,96
1991,D,77
1992,D,68
1994,D,40
1995,D,34
1996,D,26
1997,D,86
1998,D,73
1999,D,90
2000,D,206
2001,D,353
2002,D,239
2003,D,180
2004,D,275
2005,D,222
2006,D,259
2007,D,5132
2008,D,11048
2009,D,11412
2010,D,9014
2011,D,3658
2012,D,2869
2013,D,6261
2014,D,4900
2015,D,9128
2016,D,11480
2017,D,12557
2018,D,10623
2019,D,8550
2020,D,9960
2021,D,20149
2022,D,4
2006,D,7
2009,D,1
2011,D,6
2015,D,10
2016,D,40
2017,D,9
2018,D,20
2019,D,60
2020,D,35
2021,D,38
2022,D,2
1998,D,4
2005,D,9
2006,D,12
2008,D,12
2010,D,9
2011,D,45
2012,D,20
2013,D,7
2014,D,36
2015,D,6
2016,D,23
2017,D,32
2018,D,31
2019,D,26
2020,D,43
2021,D,52
2022,D,1
1996,D,1
2001,D,4
2003,D,1
2008,D,5
2009,D,5
2012,D,17
2015,D,7
2019,D,2
2020,D,12
2021,D,12
2015,D,2
2017,D,22
2018,D,17
2019,D,31
2020,D,46
2021,D,96
1980,D,1
2004,D,2
2005,D,1
2006,D,1
2007,D,10
2008,D,39
2009,D,183
2010,D,83
2011,D,23
2012,D,89
2013,D,89
2014,D,45
2015,D,11
2016,D,79
2017,D,130
2018,D,24
2019,D,78
2020,D,235
2021,D,325
2022,D,5
1998,D,1
2007,D,12
2008,D,115
2009,D,697
2010,D,342
2011,D,7
2012,D,9
2013,D,9
2014,D,10
2015,D,4
2016,D,5
2017,D,3
2018,D,51
2019,D,13
2020,D,21
2021,D,27
2022,D,6
2008,D,88
2009,D,655
2010,D,339
2011,D,9
2012,D,24
2013,D,26
2014,D,64
2015,D,44
2016,D,49
2017,D,103
2018,D,112
2019,D,132
2020,D,80
2021,D,47
1987,E,1
2000,E,3
2002,E,1
2007,E,45
2008,E,143
2009,E,614
2010,E,306
2011,E,10
2012,E,5
2013,E,4
2014,E,6
2018,E,11
2019,E,10
2020,E,52
2021,E,14
1978,A,10
1979,A,39
1980,A,1
1981,A,37
1982,A,26
1989,A,38
1992,A,101
2004,A,3
2005,A,1
2006,A,5
2007,A,1
2009,A,9
2010,A,13
2011,A,1
2012,A,38
2013,A,5
2014,A,5
2015,A,19
2016,A,234
2017,A,74
2018,A,159
2019,A,254
2020,A,202
2021,A,362
2022,A,7
2020,A,1
2021,A,44
1991,A,12
1992,A,2
1993,A,7
1994,A,7
1995,A,17
2019,A,1
2020,A,21
2017,A,1
2021,A,4
2020,A,8
2014,A,11
2019,A,1
2020,A,8
2021,A,2
1958,A,1
1967,A,2
1968,A,1
1974,A,3
1976,A,1
1980,A,1
1994,A,1
1995,A,1
1996,A,1
2000,A,2
2001,A,7
2002,A,1
2004,A,1
2005,A,13
2006,A,4
2007,A,7
2008,A,85
2009,A,70
2010,A,5
2011,A,17
2012,A,63
2013,A,42
2014,A,70
2015,A,533
2016,A,655
2017,A,611
2018,A,715
2019,A,1966
2020,A,1355
2021,A,2369
2022,A,37
1965,A,1
1982,A,8
1997,A,12
2008,A,4
2009,A,54
2011,A,2
2012,A,1
2013,A,2
2014,A,1
2015,A,37
2016,A,82
2017,A,44
2018,A,119
2019,A,247
2020,A,213
2021,A,188
2022,A,1
2021,A,3
2001,A,20
2008,A,25
2009,A,189
2010,A,273
2011,A,1351
2012,A,60
2013,A,70
2014,A,44
2015,A,208
2016,A,634
2017,A,727
2018,A,1083
2019,A,1450
2020,A,1686
2021,A,2262
2022,A,24
2013,A,22
2014,A,32
2015,A,64
2016,A,12
2017,A,45
2018,A,23
2019,A,121
2020,A,325
2021,A,139
2022,A,6
2013,A,18
2014,A,66
2015,A,1
2016,A,14
2017,A,19
2019,A,2
2020,A,3
2021,A,1
2022,A,2
2014,A,4
2015,A,23
2016,A,1
2018,A,19
2019,A,27
2020,A,235
2021,A,512
2022,A,5
2017,A,6
2018,A,7
2020,A,1
2021,A,32
2018,A,3
2019,A,7
2020,A,17
1991,A,2
1996,A,1
1997,A,1
2010,A,20
2011,A,24
2016,A,4
2018,A,4
2019,A,20
2020,A,35
2021,A,40
2022,A,3
2013,A,9
2016,A,23
2017,A,5
2019,A,1
2020,A,34
2021,A,20
2022,A,1
2017,B,2
2020,B,1
2021,B,1
2022,B,1
1949,B,1
2000,B,1
2008,B,1
2011,B,5
2012,B,1
2013,B,62
2014,B,13
2015,B,2
2016,B,13
2017,B,21
2018,B,31
2019,B,55
2020,B,159
2021,B,183
2022,B,4
1954,B,1
1995,B,1
2012,B,1
2013,B,4
2016,B,8
2019,B,6
2020,B,5
2021,B,16
2006,B,3
2007,B,16
2014,B,1
2019,B,4
2021,B,6
1965,B,1
1992,B,7
1994,B,1
1998,B,5
1999,B,20
2000,B,31
2001,B,28
2002,B,1
2003,B,32
2004,B,7
2005,B,18
2006,B,40
2007,B,34
2008,B,18
2009,B,39
2010,B,23
2011,B,358
2012,B,129
2013,B,559
2014,B,931
2015,B,770
2016,B,292
2017,B,382
2018,B,832
2019,B,905
2020,B,4839
2021,B,3832
2022,B,9
1962,B,1
1965,B,1
1985,B,3
1992,B,1
1998,B,10
1999,B,13
2000,B,87
2001,B,52
2003,B,29
2004,B,8
2007,B,1
2008,B,30
2009,B,65
2013,B,11
2014,B,7
2015,B,4
2016,B,19
2017,B,2
2018,B,26
2019,B,66
2020,B,56
2021,B,70
2022,B,3
2007,B,13
2019,B,11
2020,B,1
2021,B,2
1985,B,2
1993,B,1
1996,B,1
1998,B,48
1999,B,85
2000,B,55
2001,B,97
2002,B,103
2003,B,22
2004,B,19
2005,B,100
2006,B,37
2007,B,51
2008,B,64
2009,B,33
2013,B,10
2014,B,46
2015,B,123
2016,B,30
2017,B,75
2018,B,351
2019,B,145
2020,B,616
2021,B,421
2022,B,23
1954,B,1
1987,B,14
1988,B,60
1994,B,1
1996,B,1
1997,B,1
1998,B,9
1999,B,29
2000,B,15
2001,B,12
2002,B,20
2003,B,5
2005,B,26
2006,B,56
2007,B,114
2008,B,37
2009,B,488
2010,B,261
2011,B,837
2012,B,387
2013,B,515
2014,B,574
2015,B,1115
2016,B,2096
2017,B,3025
2018,B,4671
2019,B,5600
2020,B,10890
2021,B,6261
2022,B,642
2019,B,1
2020,B,1
2022,B,1
1998,B,39
1999,B,20
2000,B,34
2001,B,52
2002,B,57
2003,B,27
2004,B,14
2005,B,29
2006,B,126
2007,B,1
2008,B,18
2009,B,35
2010,B,1
2011,B,49
2012,B,1
2013,B,134
2014,B,68
2015,B,151
2016,B,678
2017,B,1414
2018,B,1738
2019,B,5108
2020,B,1762
2021,B,3554
2022,B,111
1965,B,2
1991,B,1
1994,B,1
1998,B,24
1999,B,87
2000,B,47
2001,B,163
2002,B,84
2003,B,93
2004,B,61
2005,B,72
2006,B,5
2007,B,104
2008,B,74
2009,B,22
2010,B,2
2011,B,40
2013,B,39
2014,B,54
2015,B,39
2016,B,160
2017,B,293
2018,B,1063
2019,B,529
2020,B,1613
2021,B,961
2022,B,437
1995,B,1
1999,B,31
2001,B,18
2003,B,1053
2004,B,1429
2005,B,1189
2006,B,1115
2007,B,640
2008,B,665
2009,B,700
2010,B,918
2011,B,526
2012,B,174
2013,B,13
2014,B,19
2015,B,369
2016,B,82
2017,B,149
2018,B,601
2019,B,739
2020,B,1579
2021,B,3175
1963,B,1
1974,B,1
1991,B,1
1994,B,1
1996,B,1
2003,B,85
2009,B,21
2010,B,4
2011,B,152
2012,B,140
2013,B,121
2014,B,57
2015,B,79
2016,B,23
2017,B,29
2018,B,864
2019,B,336
2020,B,135
2021,B,165
2022,B,5
2013,B,15
2015,B,4
1956,B,3
1957,B,1
1961,B,1
1994,B,1
2004,B,1
2010,B,4
2011,B,1
2012,B,20
2014,B,6
2015,B,21
2016,B,34
2017,B,42
2018,B,51
2019,B,283
2020,B,334
2021,B,134
2022,B,5
2013,B,16
2014,B,18
2015,B,5
2016,B,1
2017,B,4
2018,B,7
2019,B,9
2020,B,3
2021,B,13
2022,B,1
1951,B,1
1991,B,1
1992,B,1
2009,B,2
2013,B,2
2014,B,13
2016,B,1
2017,B,7
2018,B,13
2019,B,7
2020,B,23
2021,B,19
2022,B,1
2020,B,1
2021,B,2
2014,B,11
2018,B,11
2019,B,3
2020,B,15
2021,B,2
2012,B,23
2013,B,1
2016,B,1
2017,B,3
2019,B,8
2021,B,11
1990,B,1
1994,B,1
2013,B,1
2014,B,1
2015,B,1
2016,B,3
2017,B,16
2019,B,54
2020,B,34
2021,B,23
2022,B,3
1999,B,50
2000,B,12
2001,B,23
2002,B,9
2003,B,16
2005,B,5
2007,B,4
2008,B,16
2009,B,8
2012,B,14
2013,B,4
2014,B,23
2015,B,6
2016,B,8
2017,B,36
2018,B,35
2019,B,28
2020,B,33
2021,B,60
2022,B,4
1957,B,1
1995,B,1
1997,B,1
2007,B,1
2009,B,12
2011,B,2
2012,B,12
2014,B,12
2015,B,59
2016,B,3
2019,B,17
2020,B,15
2021,B,8
2022,B,1
2020,C,2
1954,C,1
1959,C,2
1966,C,2
1981,C,1
1982,C,1
1983,C,1
1985,C,8
1986,C,6
1987,C,3
1988,C,9
1997,C,1
2004,C,208
2005,C,45
2006,C,123
2007,C,14
2008,C,4
2009,C,7
2010,C,1
2011,C,5
2012,C,1
2013,C,1
2014,C,3
2015,C,31
2016,C,4
2017,C,5
2018,C,26
2019,C,19
2020,C,138
2021,C,68
2022,C,1
2007,C,8
2013,C,21
2014,C,35
2015,C,6
2016,C,3
2017,C,134
2018,C,1
2019,C,11
2020,C,110
2021,C,73
2022,C,1
1952,C,1
1955,C,1
1966,C,1
1976,C,1
1977,C,5
1978,C,2
1982,C,1
1992,C,1
1994,C,1
1995,C,1
2000,C,6
2001,C,7
2002,C,2
2010,C,4
2012,C,4
2013,C,104
2014,C,174
2015,C,247
2016,C,223
2017,C,318
2018,C,332
2019,C,153
2020,C,277
2021,C,567
2022,C,7
1964,C,13
1975,C,1
2000,C,1
2005,C,1
2007,C,1
2013,C,11
2015,C,3
2017,C,31
2018,C,38
2019,C,16
2020,C,227
2021,C,47
2022,C,4
1988,C,4
1992,C,2
2007,C,1
2016,C,13
2019,C,134
2020,C,810
2021,C,119
1965,C,2
1991,C,1
1992,C,1
1994,C,1
1995,C,3
2003,C,6
2008,C,6
2011,C,2
2013,C,14
2014,C,22
2015,C,18
2016,C,14
2017,C,48
2018,C,22
2019,C,65
2020,C,140
2021,C,140
2022,C,15
1958,C,1
1961,C,1
1962,C,1
1990,C,4
1994,C,3
1996,C,1
1997,C,1
2001,C,6
2007,C,1
2010,C,7
2011,C,14
2012,C,6
2013,C,6
2014,C,31
2015,C,13
2016,C,26
2017,C,98
2018,C,494
2019,C,367
2020,C,127
2021,C,56
2022,C,2
2014,C,3
2016,C,7
2018,C,5
2019,C,19
2020,C,4
2021,C,21
2022,C,1
1984,C,1
2020,C,2
2021,C,7
2018,C,2
2021,C,4
2021,C,2
1962,C,1
1980,C,4
1998,C,1
2000,C,5
2003,C,9
2005,C,3
2008,C,1
2009,C,5
2012,C,4
2013,C,3
2016,C,1
2017,C,30
2019,C,38
2020,C,169
2021,C,107
2022,C,4
1976,C,7
1987,C,4
2006,C,2
2016,C,2
2017,C,3
2019,C,4
2021,C,3
2022,C,1
2014,C,2
2015,C,1
2018,C,1
2019,C,2
2020,C,1
2021,C,6
1982,C,1
1985,C,3
1996,C,1
2009,C,1
2012,C,3
2013,C,40
2014,C,38
2015,C,11
2016,C,11
2017,C,9
2018,C,12
2019,C,23
2020,C,16
2021,C,17
2022,C,1
2019,C,1
1993,C,1
1999,C,14
2000,C,20
2003,C,38
2005,C,4
2006,C,3
2007,C,51
2008,C,4
2009,C,1
2010,C,5
2011,C,11
2012,C,41
2013,C,49
2014,C,32
2015,C,22
2016,C,128
2017,C,97
2018,C,611
2019,C,456
2020,C,1319
2021,C,805
2022,C,4
2010,C,1
2012,C,18
2013,C,25
2014,C,5
2015,C,45
2016,C,6
2017,C,19
2018,C,40
2019,C,14
2020,C,238
2021,C,68
2022,C,3
1998,C,1
2018,C,5
2019,C,10
2020,C,1
2021,C,1
2022,C,1
2005,C,10
2014,C,2
2017,C,9
2018,C,2
2019,C,25
2020,C,228
2021,C,123
2019,C,1
2021,C,1
2011,D,25
2014,D,1
2017,D,5
2018,D,2
2019,D,3
2020,D,21
2021,D,14
1965,D,1
1968,D,1
2013,D,1
2015,D,18
2017,D,23
2018,D,10
2019,D,12
2020,D,6
2021,D,22
2022,D,3
1951,D,1
1952,D,1
1954,D,2
1955,D,1
1959,D,2
1997,D,2
2000,D,4
2009,D,1
2011,D,9
2012,D,4
2013,D,32
2014,D,49
2015,D,60
2016,D,17
2017,D,49
2018,D,1
2019,D,146
2020,D,66
2021,D,147
2022,D,7
2019,D,1
2014,D,3
2015,D,1
2016,D,8
2017,D,4
2019,D,1
2020,D,28
2021,D,50
2010,D,1
2015,D,17
2016,D,15
2017,D,30
2019,D,1
2020,D,7
2021,D,8
2022,D,1
2017,D,10
2021,D,3
2018,D,8
2019,D,12
2020,D,9
2021,D,52
2013,D,44
2015,D,5
2016,D,3
2017,D,10
2018,D,21
2019,D,7
2020,D,4
2021,D,7
2022,D,1
2011,D,31
2013,D,15
2014,D,6
2017,D,1
2018,D,14
2019,D,2
2020,D,1
2021,D,6
2022,D,2
1999,D,6
2005,D,6
2006,D,1
2008,D,8
2015,D,5
2017,D,1
2019,D,1
2020,D,7
2021,D,10
1951,D,1
1954,D,1
1965,D,2
1973,D,1
1974,D,3
1976,D,1
1980,D,1
1981,D,5
1982,D,3
1983,D,3
1984,D,5
1985,D,23
1986,D,2
1987,D,2
1988,D,9
1989,D,1
1991,D,3
1992,D,1
1993,D,2
1995,D,2
1996,D,2
1998,D,2
1999,D,2
2000,D,4
2001,D,2
2002,D,6
2005,D,1
2007,D,2
2008,D,1
2009,D,20
2010,D,19
2011,D,235
2012,D,141
2013,D,31
2014,D,83
2015,D,99
2016,D,88
2017,D,169
2018,D,177
2019,D,356
2020,D,100
2021,D,217
2022,D,14
2003,D,4
2011,D,4
2014,D,11
2015,D,15
2016,D,30
2017,D,51
2018,D,31
2019,D,13
2020,D,24
2021,D,51
2022,D,1
2015,D,2
2016,D,2
2017,D,13
2018,D,121
2019,D,104
2020,D,10
2021,D,11
2000,D,2
2001,D,1
2009,D,9
2010,D,1
2011,D,77
2012,D,76
2014,D,78
2015,D,12
2016,D,9
2017,D,5
2019,D,8
2020,D,21
2021,D,194
2022,D,10
1977,D,1
1996,D,4
2004,D,2
2009,D,11
2010,D,35
2011,D,959
2012,D,644
2013,D,434
2014,D,701
2015,D,217
2016,D,59
2017,D,7
2018,D,15
2019,D,29
2020,D,49
2021,D,49
2022,D,4
2008,A,236
2009,A,403
2010,A,184
2011,A,617
2012,A,496
2013,A,251
2014,A,236
2015,A,163
2016,A,138
2017,A,211
2018,A,496
2019,A,465
2020,A,1406
2021,A,475
2013,B,6
2014,B,2
2015,B,22
2016,B,230
2017,B,82
2018,B,1
2019,B,2
2020,B,7
2021,B,10
1945,B,44
1946,B,46
1954,B,1
1957,B,8
1960,B,1
1963,B,2
1966,B,1
1972,B,1
1973,B,24
1979,B,1
1984,B,1
1986,B,2
1988,B,1
1989,B,11
1991,B,10
1992,B,2
1993,B,4
1994,B,15
1995,B,4
1996,B,2
1997,B,11
1999,B,7
2000,B,21
2002,B,8
2003,B,1
2004,B,22
2005,B,77
2006,B,2024
2007,B,2544
2008,B,674
2009,B,73
2010,B,22
2011,B,33
2012,B,79
2013,B,130
2014,B,24
2015,B,36
2016,B,17
2017,B,86
2018,B,214
2019,B,246
2020,B,481
2021,B,150
2022,B,1
2003,C,1
2006,C,2
2008,C,1
2009,C,6
2010,C,10
2011,C,4
2012,C,14
2013,C,56
2014,C,105
2015,C,32
2016,C,75
2017,C,184
2018,C,121
2019,C,218
2020,C,299
2021,C,461
2022,C,1
2021,C,1
2017,C,7
2018,C,2
2019,C,2
2020,C,5
2021,C,22
2018,D,1
2019,D,1
2020,D,19
2021,D,3
2016,D,11
2020,D,2
2019,D,1
2011,D,3
2015,D,1
2018,D,27
2019,D,14
2021,D,54
2007,A,1
2009,A,1
2011,A,14
2012,A,6
2013,A,7
2014,A,8
2015,A,23
2016,A,13
2017,A,4
2019,A,1
2020,A,5
2022,A,1
2006,A,6
2007,A,5
2008,A,6
2009,A,14
2011,A,10
2016,A,1
2018,A,2
2021,A,7
1975,A,1
1977,A,6
1981,A,1
1983,A,1
1984,A,1
1986,A,1
1988,A,1
1989,A,1
1991,A,2
1997,A,1
1998,A,1
2001,A,1
2002,A,11
2003,A,15
2004,A,11
2005,A,2
2006,A,22
2007,A,4
2008,A,70
2009,A,78
2010,A,773
2011,A,1112
2012,A,614
2013,A,293
2014,A,1239
2015,A,1463
2016,A,984
2017,A,638
2018,A,588
2019,A,1142
2020,A,2814
2021,A,3599
2022,A,32
1995,A,1
2015,A,2
2016,A,1
1975,A,1
2006,A,31
2013,A,31
2017,A,5
2018,A,16
2019,A,388
2020,A,287
2021,A,885
2022,A,1
2008,A,2
2009,A,1
2010,A,8
2012,A,5
2013,A,1
2018,A,7
2019,A,10
2020,A,4
2021,A,49
2022,A,2
2015,A,11
2017,A,27
2018,A,1
2019,A,27
2020,A,46
2021,A,9
2022,A,1
1960,B,1
1973,B,1
1981,B,1
1996,B,22
1997,B,159
2000,B,1
2001,B,29
2002,B,3
2003,B,2
2006,B,1
2007,B,4
2009,B,1
2010,B,16
2011,B,30
2012,B,42
2013,B,207
2014,B,155
2015,B,90
2016,B,100
2017,B,252
2018,B,208
2019,B,383
2020,B,1886
2021,B,1751
2022,B,8
1961,B,1
2011,B,3
2012,B,20
2013,B,91
2014,B,99
2015,B,82
2016,B,20
2017,B,132
2018,B,133
2019,B,120
2020,B,430
2021,B,416
2022,B,3
1965,B,1
2013,B,1
2014,B,2
2016,B,1
2017,B,5
2019,B,2
2020,B,11
2021,B,33
2011,B,8
2013,B,1
2014,B,4
2015,B,2
2017,B,2
2018,B,41
2019,B,1
2020,B,1
2021,B,1
2022,B,1
2000,B,1
2004,B,1
2019,B,2
2020,B,5
2021,B,4
2018,B,2
2019,B,14
2020,B,1
2021,B,10
1956,B,1
1977,B,1
1998,B,1
2008,B,16
2011,B,2
2013,B,4
2014,B,8
2016,B,1
2017,B,4
2018,B,328
2019,B,240
2020,B,16
2021,B,79
2022,B,4
1941,B,1
1974,B,1
1977,B,20
1978,B,13
1980,B,2
1981,B,9
1983,B,15
1986,B,3
1997,B,1
1999,B,87
2000,B,123
2001,B,48
2002,B,62
2003,B,10
2004,B,17
2005,B,16
2006,B,41
2007,B,112
2008,B,39
2009,B,67
2010,B,26
2011,B,8
2012,B,13
2013,B,8
2014,B,1
2015,B,110
2016,B,362
2017,B,523
2018,B,107
2019,B,387
2020,B,841
2021,B,507
2022,B,16
2000,B,1
2001,B,10
2007,B,1
2011,B,23
2014,B,6
2015,B,11
2016,B,10
2017,B,62
2018,B,5
2019,B,42
2020,B,59
2021,B,25
1990,B,1
1998,B,18
1999,B,17
2000,B,36
2001,B,72
2002,B,34
2003,B,57
2004,B,32
2005,B,40
2006,B,35
2007,B,62
2008,B,12
2009,B,32
2010,B,10
2011,B,3
2012,B,11
2013,B,48
2014,B,82
2015,B,31
2016,B,50
2017,B,77
2018,B,202
2019,B,269
2020,B,404
2021,B,1054
2022,B,2
1959,B,1
1976,B,1
1996,B,1
1997,B,1
2000,B,39
2004,B,1
2007,B,3
2011,B,22
2012,B,13
2013,B,17
2014,B,5
2015,B,20
2016,B,9
2017,B,49
2018,B,132
2019,B,68
2020,B,386
2021,B,1678
2022,B,4
2013,B,1
2014,B,2
2015,B,2
2016,B,2
2017,B,21
2018,B,27
2019,B,8
2020,B,18
2021,B,17
2016,B,30
2017,B,18
2018,B,8
2019,B,24
2020,B,27
2021,B,26
2018,B,1
2013,B,3
2021,B,1
1980,B,8
2019,B,45
2020,B,32
2021,B,19
2022,B,1
2000,C,1
2012,C,2
2014,C,1
2015,C,32
2016,C,4
2017,C,8
2018,C,32
2019,C,8
2020,C,48
2021,C,26
2022,C,2
1975,C,1
1998,C,1
2003,C,1
2005,C,4
2009,C,1
2011,C,7
2014,C,2
2016,C,1
2017,C,2
2018,C,3
2019,C,9
2020,C,37
2021,C,58
1955,C,1
1959,C,1
1996,C,2
2000,C,1
2007,C,2
2010,C,3
2011,C,4
2013,C,21
2014,C,4
2015,C,17
2016,C,7
2017,C,5
2018,C,19
2019,C,38
2020,C,42
2021,C,82
1959,C,4
1963,C,14
1984,C,1
1996,C,1
1997,C,1
1998,C,1
2004,C,1
2012,C,2
2013,C,13
2014,C,24
2015,C,15
2016,C,24
2017,C,12
2018,C,116
2019,C,708
2020,C,437
2021,C,293
2022,C,3
2016,C,3
2017,C,2
2018,C,2
2019,C,11
2020,C,5
2021,C,8
1955,C,1
1991,C,1
1993,C,2
1995,C,1
1999,C,8
2000,C,34
2001,C,37
2002,C,6
2003,C,20
2006,C,8
2007,C,11
2008,C,29
2009,C,42
2011,C,63
2012,C,10
2013,C,5
2014,C,16
2015,C,301
2016,C,403
2017,C,233
2018,C,309
2019,C,588
2020,C,434
2021,C,651
2022,C,4
1992,C,8
1995,C,3
1999,C,1
2000,C,1
2001,C,1
2008,C,29
2009,C,1
2010,C,5
2011,C,24
2012,C,97
2013,C,74
2015,C,9
2016,C,15
2017,C,3
2018,C,111
2019,C,27
2020,C,693
2021,C,443
2022,C,3
2002,C,1
2011,C,4
2013,C,2
2017,C,10
2018,C,3
2019,C,5
2021,C,76
1994,C,1
1998,C,2
1999,C,48
2000,C,1
2001,C,31
2002,C,1
2003,C,2
2005,C,4
2012,C,26
2013,C,1
2017,C,48
2018,C,62
2020,C,21
2021,C,5
1974,D,1
1980,D,5
1982,D,1
2014,D,2
2015,D,2
2017,D,1
2018,D,42
2019,D,2
2020,D,1
2021,D,2
1992,D,1
2000,D,1
2011,D,85
2012,D,1
2015,D,2
2016,D,3
2017,D,3
2018,D,16
2019,D,24
2020,D,49
2021,D,10
2010,D,1
2012,D,7
2018,D,10
2019,D,11
2021,D,1
2022,D,4
1933,D,1
1934,D,1
1993,D,1
1994,D,13
1996,D,2
1997,D,4
1998,D,6
2000,D,1
2001,D,19
2002,D,8
2003,D,2
2004,D,11
2006,D,10
2007,D,3
2008,D,1
2009,D,1
2010,D,1
2011,D,5
2012,D,2
2013,D,25
2014,D,2
2015,D,30
2016,D,17
2017,D,372
2018,D,590
2019,D,437
2020,D,397
2021,D,280
2022,D,1
2010,D,7
2011,D,7
2013,D,1
2014,D,1
2016,D,2
2017,D,1
2018,D,7
2019,D,5
2020,D,31
2021,D,16
2022,D,2
2007,D,5
2015,D,1
2016,D,3
2017,D,3
2019,D,10
2020,D,48
2021,D,22
2017,D,6
2020,D,6
1975,D,94
1978,D,90
1979,D,2
1980,D,115
1981,D,154
1982,D,32
1983,D,84
1984,D,25
1985,D,15
1986,D,57
1987,D,83
1988,D,163
1989,D,274
1990,D,204
1991,D,142
1992,D,235
1993,D,165
1994,D,13
1995,D,1
1996,D,63
1997,D,67
1998,D,66
1999,D,42
2000,D,27
2001,D,33
2002,D,93
2003,D,74
2004,D,28
2005,D,134
2006,D,666
2007,D,350
2008,D,466
2009,D,1010
2010,D,911
2011,D,1537
2012,D,1065
2013,D,2809
2014,D,5123
2015,D,4348
2016,D,3232
2017,D,4764
2018,D,5951
2019,D,9485
2020,D,14968
2021,D,13205
2022,D,46
2008,D,1
2011,D,1
2013,D,23
2014,D,58
2015,D,38
2016,D,8
2017,D,20
2018,D,20
2019,D,67
2020,D,35
2021,D,71
2011,D,5
2012,D,1
2013,D,8
2014,D,1
2016,D,35
2017,D,58
2018,D,68
2019,D,66
2020,D,27
2021,D,112
2022,D,1
2015,D,3
2016,D,7
2017,D,28
2018,D,2
2019,D,115
2020,D,28
2021,D,33
2022,D,1
2013,A,9
2014,A,1
2016,A,103
2018,A,6
2019,A,29
2020,A,46
2021,A,167
2009,A,1
2013,A,12
2017,A,16
2018,A,23
2019,A,41
2020,A,264
2021,A,709
2020,A,5
2021,A,41
2014,A,8
2015,A,10
2017,A,10
2018,A,47
2019,A,13
2020,A,1
2021,A,12
2015,A,15
2018,A,2
2020,A,204
2021,A,2
1983,A,1
1995,A,2
1996,A,15
1997,A,17
1998,A,6
1999,A,8
2000,A,5
2002,A,4
2003,A,2
2004,A,5
2005,A,9
2006,A,19
2007,A,33
2008,A,29
2009,A,8
2011,A,2
2013,A,56
2015,A,6
2016,A,17
2017,A,22
2018,A,16
2019,A,29
2020,A,40
2021,A,83
2004,A,10
2009,A,19
2010,A,17
2012,A,29
2013,A,1
2016,A,86
2017,A,9
2018,A,21
2019,A,2
2020,A,38
2021,A,35
2014,A,1
2019,A,6
2020,A,72
2021,A,286
2000,A,8
2001,A,3
2002,A,15
2003,A,1
2005,A,43
2006,A,85
2007,A,69
2008,A,30
2009,A,62
2011,A,5
2012,A,6
2014,A,27
2015,A,8
2016,A,35
2017,A,1
2018,A,12
2020,A,39
2021,A,46
2022,A,1
2021,A,13
2022,A,5
2007,B,14
2013,B,9
2014,B,4
2015,B,3
2017,B,30
2018,B,13
2019,B,24
2020,B,18
2021,B,26
2022,B,3
2016,B,8
2018,B,49
2019,B,50
2020,B,67
2021,B,114
2012,B,3
2013,B,2
2014,B,8
2015,B,2
2018,B,3
2020,B,20
2021,B,19
